,0
hai,83
I,48
to,47
<Media,46
omitted>,46
and,34
nahi,29
main,26
u,23
bhi,21
Yes,16
ki,16
Rahul,15
will,15
is,14
month,14
this,14
one,13
na,13
hi,13
the,12
kar,12
no,12
my,12
or,11
Hitesh,11
Ho,11
yeah,11
ka,11
divay,10
Aastha,10
punishment,10
ab,10
hoga,10
for,10
running,9
Ek,9
me,9
aaj,9
please,8
kms,8
woh,8
good,8
in,8
Sankalp,8
ke,8
se,8
aap,8
on,8
m,8
he,8
ho,8
Gaya,7
a,7
mujhe,7
mere,7
was,7
2,7
know,7
we,7
are,7
do,7
Badiya,7
sahi,7
hua,7
time,7
Good,7
kuch,7
Phir,7
next,7
done,7
but,7
koi,6
job,6
with,6
it,6
so,6
she,6
ko,6
aapko,6
Arjun,6
aa,6
This,6
Maine,6
Waise,6
Arushi,6
up,6
bht,6
jayega,6
am,6
sab,6
.,6
complete,6
days,6
lena,6
Nahi,6
have,6
Divay,5
bus,5
liye,5
day,5
U,5
Hi,5
Acha,5
of,5
👏👏👏👏,5
And,5
Kya,5
per,5
baat,5
gayi,5
8,5
30,5
Karo,5
Koi,4
theek,4
Done,4
dena,4
Bht,4
kaise,4
send,4
No,4
swimming,4
message,4
said,4
Yeah,4
batao,4
Kal,4
kiya,4
Happy,4
Guys,4
Aarushi,4
r,4
Hahahhaha,4
insta,4
birthday,4
saath,4
Woh,4
iss,4
hun,4
Thank,4
ban,4
mean,4
only,4
Mera,4
But,4
rahi,4
update,4
last,4
tha,4
thi,4
Anshu,4
Bus,4
Theek,4
hahhahaha,4
guys,4
raha,4
be,4
Yea,4
See,3
ok,3
thought,3
that,3
Main,3
aaya,3
agreed,3
take,3
My,3
him,3
Aap,3
arjun,3
hai.,3
veg,3
doge,3
about,3
Yaha,3
party,3
aayega,3
telling,3
pahle,3
Hahahhahaha,3
bad,3
lag,3
new,3
congratulations,3
hahahah,3
video,3
shopping,3
karega,3
...,3
Inaaya,3
girl,3
jao,3
dekh,3
run,3
👏👏,3
his,3
aise,3
as,3
other,3
👍,3
yes,3
Completed,3
from,3
non,3
Meri,3
kaha,3
hui,3
lo,3
6,3
which,3
diya,3
karna,3
apni,3
would,3
check,3
workout,3
Ok,3
won't,3
checked,3
Samjh,3
typo,3
Ab,3
deleted,3
He,3
sabse,3
just,3
Sachi,3
don't,3
aata,2
completed,2
Waooo,2
reach,2
little,2
high,2
married,2
post,2
log,2
batana,2
Iska,2
group,2
Dekho,2
lets,2
Hitesh.,2
final,2
Agar,2
news,2
venue,2
doing,2
baar,2
Not,2
safe,2
utha,2
bags,2
She,2
also,2
change,2
not,2
hogi,2
double,2
dinner,2
looks,2
Hahahaha,2
Hahahahhahaha,2
any,2
jayegi,2
kamaal,2
confirmed,2
house,2
months,2
de,2
Sahi,2
lagegi,2
We,2
ruko,2
12,2
at,2
One,2
boy,2
total,2
yaha,2
20th,2
tak,2
nice,2
laga,2
kab,2
sun,2
karke,2
haan,2
Waoooooo,2
Or,2
jayenge,2
aana,2
aapki,2
🤣,2
Hanji,2
ghar,2
president,2
Batao,2
after,2
pata,2
Lekin,2
her,2
April,2
stay,2
come,2
tumko,2
Sach,2
like,2
maaf,2
hota,2
Zara,2
Rajouri,2
aati,2
karenge,2
let,2
kitchen,2
recipe,2
sakte,2
2020,2
meri,2
Sorry,2
thoda,2
busy,2
soon,2
Abhi,2
aane,2
wali,2
kiya.,2
blessed,2
dates,2
Hum,2
karti,2
chicken,2
40kms,2
Kuch,2
karo,2
cover,2
500,2
Don't,2
wry,2
walk,2
even,2
kya,2
1,2
23,2
weeks,2
track,2
walking,2
agrata,2
30kms,2
lungi,2
ne,2
khaya,2
March,2
pura,2
date,2
show,2
till,2
daru,2
Yahi,2
Socho,2
10kms,2
kari,2
what,2
roz,2
jata,2
average,2
Hahahahha,2
3,2
read,2
karta,2
bhool,2
stop,2
nrc,2
hahahha,2
Hahahhahah,2
issue,2
Waoooo,2
👏,2
Sure,2
Gaye,2
hahahahahha,2
kam,2
Dekh,2
Thoda,2
banaya,2
aapne,2
🤣🤣,2
holi,2
hahhaha,2
first,2
hehehe,2
kaun,2
year,2
2nd,1
mad,1
chappals,1
3kms,1
Season,1
1?,1
aaram,1
season,1
M,1
dekho,1
swim,1
Gaurav,1
aajayegi,1
So,1
happening,1
Nope,1
fix,1
most,1
important,1
remember.,1
enough,1
updates,1
Punishment,1
agreement,1
guards,1
missed,1
hope,1
3km,1
Body,1
helpful,1
☺️☺️,1
love.,1
Any,1
30km,1
meet,1
second,1
discuss,1
can't,1
jalpari,1
types,1
hitesh,1
imagining,1
Congratulations,1
media,1
laughing,1
payment,1
flying,1
banega,1
Hahahha,1
jagah.,1
Waist,1
resource,1
loge,1
kahi,1
😘😘😘😘😘,1
avatar,1
bar,1
kha,1
October,1
After,1
yaar,1
Hawwww,1
Batana,1
Sab,1
working,1
Hahahhhah,1
crazy,1
pne,1
Such,1
Mil,1
Check,1
Mumbai,1
graceful,1
shares,1
Laoge,1
friend,1
Try,1
dariya,1
aayegi,1
home,1
care,1
topic,1
Hahah,1
9,1
uski,1
bje,1
early,1
Baaki,1
mail,1
bole,1
di,1
Uss,1
hisaab,1
salon,1
Hahahhahahhahahahah,1
dost.,1
tareef,1
@919999417771,1
chance,1
iske,1
baad,1
mafi,1
shafiii,1
sorry,1
running),1
bola,1
this.,1
keh,1
(2km,1
best,1
dil🤣🤣,1
soft,1
hearted,1
ahhahahahahahha,1
jaungi,1
accordingly,1
responsible,1
start,1
welcome,1
Humko,1
yaad,1
kitna,1
👦,1
When,1
someone,1
showing,1
go,1
active,1
Ka,1
KMS,1
kitne,1
ditch,1
mera,1
lol,1
today.,1
diablooo,1
Shubhika,1
🤣🤣🤣🤣🤣,1
scene,1
4,1
(u,1
Hitesh),1
Super,1
fun,1
🤩,1
aaj...,1
happieat,1
👌👌👌,1
jaldi,1
back,1
banage,1
buddyyy.,1
Itna,1
uske,1
vlogs,1
complicated,1
weekend,1
they,1
hot,1
absolutely,1
Haina,1
mood,1
cutest,1
🤣🤣🤣u,1
picked,1
favourite,1
kis,1
dance,1
ping,1
separate,1
chalo,1
move.,1
often,1
when,1
set,1
baith,1
Rona,1
bada,1
Behtareen,1
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,1
killed,1
honi,1
Hahahah,1
see,1
anniversary,1
Roka,1
it's,1
ideally,1
waiting,1
count,1
chahiye,1
Aasthaaaaaaaaaaaaa,1
nikalo,1
bataun,1
content,1
can,1
try.,1
yoga,1
trend,1
le,1
task,1
apna,1
bilkul,1
hand,1
doesn't,1
shift,1
10pm,1
driving,1
tired,1
samaan,1
humne,1
wale,1
Left,1
says,1
name,1
mention,1
Hahahhahahahahha,1
Ismein,1
Just,1
loved,1
🥰,1
spend,1
buy,1
paise,1
Do,1
same,1
amazing,1
😻,1
💕💕💕,1
daal,1
eggs,1
eaten,1
25,1
Maintaining,1
weight,1
saare,1
45.5,1
kgs,1
❤️❤️❤️,1
Yello,1
online,1
sara,1
some,1
aao,1
pass,1
usski,1
much,1
indeed,1
Are,1
hahahhahahah,1
Typo,1
Mujhe,1
confuse,1
Ufff,1
vlog,1
ma,1
dekha,1
prime,1
si,1
match,1
lun.,1
Suggest,1
hahahhahaha,1
Most,1
likely,1
acting,1
minister,1
handover,1
dose,1
Wait,1
ago,1
Saloni,1
agar,1
Becharaa,1
runs,1
times,1
tabloid.,1
10,1
well,1
taking,1
8kms,1
status,1
single,1
usko,1
fake,1
number,1
hunnnn,1
hone,1
Booster,1
seedha,1
@shubs,1
beautiful,1
yummy.,1
man,1
Shehnaz,1
gill,1
surprise,1
spot,1
one.,1
sensation,1
another,1
❤️❤️,1
Bollywood,1
bigboss,1
....,1
nailed,1
❤️,1
wonders,1
friendship,1
career,1
email,1
share,1
ignore,1
khatarnak,1
whatever,1
Office,1
?,1
Too,1
camp,1
Bakwaas,1
July,1
end,1
August,1
Jaise,1
cheekheee,1
Hahaha,1
honesty,1
mid,1
Waaooo,1
manager,1
Same,1
informed,1
discount,1
nhi,1
Niketan,1
Have,1
invite,1
us,1
over,1
asar,1
All,1
thanks,1
u.,1
Hehehhehehe,1
Task,1
flight,1
**,1
👍🙂🙂🙂,1
Enjoy,1
rakhna,1
👏👏👏👏👏👏,1
😲😲😲😲,1
minutes,1
maij,1
chai,1
Agreed,1
sure,1
Well,1
Pack,1
sabka,1
Link,1
Bechaara,1
dodega,1
lagta,1
raat,1
jagegaaa,1
Haha,1
gud,1
jan,1
feb,1
weldone,1
..,1
sabko,1
khilana,1
happy,1
🥳🥳🥳,1
Cha,1
👏👏👏👏👏amazing,1
Wah,1
wah,1
🤣🤣🤣🤣,1
iska,1
Satya,1
Hahahahhahaa,1
add,1
honge,1
soch,1
paayi,1
isse,1
lanka,1
iski,1
hahaha,1
2022,1
Videos,1
km,1
left,1
kabhi,1
bulayega,1
Aastha.,1
available,1
arrange,1
dungi,1
dish,1
Astha,1
bani,1
has,1
hahahhhahh,1
Bhai,1
buck,1
pta,1
👍👍👍,1
🤣🤣🤣yeah,1
din,1
hahahhaha,1
Beautiful,1
choreography,1
🤣🤣👏👏,1
waahhhhhhh,1
22km,1
super,1
yum,1
😘😘😘😘,1
target,1
trying,1
sirf,1
nikala,1
aap.,1
Mushkil,1
Gud,1
both,1
Running,1
Hahahhahahaha,1
break,1
Thand,1
tabhi,1
Hahahhahahahhaa,1
Non,1
haven't,1
taken,1
bite,1
bat,1
31st,1
pain,1
screen,1
shot,1
Pakka,1
pushing,1
Subhan,1
aalahh,1
Hoga,1
Lovely,1
🥳🥳🥳😘😘😘,1
Had,1
knees,1
70kms,1
video's,1
adding,1
us🤗,1
Heylo,1
zyada,1
zor,1
daar,1
Liked,1
😘,1
Hahhahahah,1
Pata,1
Mere,1
sa,1
magic,1
40km,1
uffff,1
Pure,1
50,1
daraoooo,1
mat,1
Kar,1
app,1
mani,1
out,1
Agrata,1
outside,1
food,1
Hahhahahaha,1
Parso,1
15,1
Thanku,1
💪💪💪💪,1
+,1
Aree,1
Whtttt,1
Next,1
835,1
100,1
???,1
Hisaab,1
800,1
push,1
ups,1
1000??,1
than,1
intake..,1
47.3,1
dum,1
🤣🤣🤣🤣Sahi,1
planning,1
something,1
else,1
Where,1
daily,1
pace,1
time.,1
Sasti,1
egg,1
weekness,1
give,1
Zyada,1
agree,1
uth,1
park,1
thand,1
book,1
Shiddat,1
blushing,1
taste,1
Appo,1
Sabko,1
means,1
hoti,1
thi.,1
tried,1
test,1
stamina,1
Yummmyyyyyy,1
South,1
Indian,1
fav,1
all,1
Pahle,1
fav.,1
Aaj,1
sambhar,1
Hahahahhaha,1
ask,1
mazza,1
mujhe.,1
get,1
satisfaction,1
dono,1
running.,1
(30,1
review,1
that's,1
yahi,1
quarter,1
chale,1
gaye,1
project,1
Lecture,1
chalega,1
link,1
ppt,1
did,1
Aapke,1
blogs,1
aate.,1
summary,1
deta,1
likha,1
honestly,1
Welcome,1
data,1
productive,1
👏👏👏💕💕💕💕,1
Tomato,1
club,1
School,1
Here,1
kids,1
allowed,1
been,1
there,1
Policy,1
unki,1
Delhi,1
How,1
chutney,1
many,1
people,1
joining,1
travelling,1
able,1
